LETRA;CATEGORIA;SUBCATEGORIA;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS
A;71;0;;;N;Fase inicial do tracoma;A71.0 Fase inicial do tracoma;;
A;71;1;;;N;Fase ativa do tracoma;A71.1 Fase ativa do tracoma;;
A;71;9;;;N;Tracoma não especificado;A71.9 Tracoma NE;;
A;74;0;+;;N;Conjuntivite causada por clamídias;A74.0 Conjuntivite causada p/clamidias;H13.1*;
A;74;8;;;;Outras doenças causadas por clamídias;A74.8 Outr doenc causadas p/clamidias;;
A;74;9;;;;Infecção causada por clamídias não especificada;A74.9 Infecc causada p/clamidias NE;;
A;75;0;;;;Tifo epidêmico transmitido por piolhos devido a Rickettsia prowazekii;A75.0 Tifo epidem transm p/piolhos R. prowazekii;;
A;75;1;;;;Tifo recrudescente [doença de Brill];A75.1 Tifo recrudescente;;
A;75;2;;;;Tifo por Rickettsia typhi;A75.2 Tifo p/Rickettsia typhi;;
A;75;3;;;;Tifo por Rickettsia tsutsugamuchi;A75.3 Tifo p/Rickettsia tsutsugamuchi;;
A;75;9;;;;Tifo não especificado;A75.9 Tifo NE;;
A;77;0;;;;Febre maculosa por Rickettsia richettsii;A77.0 Febre maculosa p/Rickettsia richettsii;;
A;77;1;;;;Febre maculosa por Rickettsia conorii;A77.1 Febre maculosa p/Rickettsia conorii;;
A;77;2;;;;Febre maculosa devida à Rickettsia siberica;A77.2 Febre maculosa dev Rickettsia siberica;;
A;77;3;;;;Febre maculosa devida à Rickettsia australis;A77.3 Febre maculosa dev Rickettsia australis;;
A;77;8;;;;Outras febres maculosas;A77.8 Outr febres maculosas;;
A;77;9;;;;Febre maculosa não especificada;A77.9 Febre maculosa NE;;
A;78;;;;;Febre Q;A78   Febre Q;;
A;79;0;;;;Febre das trincheiras;A79.0 Febre das trincheiras;;
A;79;1;;;;Rickettsiose variceliforme devida à Rickettsia akari;A79.1 Rickettsiose variceliforme dev R.akari;;
A;79;8;;;;Outros tipos de rickettsioses especificadas;A79.8 Outr tipos de rickettsioses espec;;
A;79;9;;;;Rickettsiose não especificada;A79.9 Rickettsiose NE;;
A;80;0;;;;Poliomielite paralítica aguda, associada ao vírus vacinal;A80.0 Poliomielite paral aguda assoc virus vacinal;;
A;80;1;;;;Poliomielite paralítica aguda, vírus selvagem importado;A80.1 Poliomiel paral aguda virus selvagem import;;
A;80;2;;;;Poliomielite paralítica aguda, vírus selvagem indígena;A80.2 Poliomiel paral aguda virus selvagem indig;;
A;80;3;;;;Poliomielites paralíticas agudas, outras e não especificadas;A80.3 Poliomielites paraliticas agudas outr e NE;;
A;80;4;;;;Poliomielite aguda não-paralítica;A80.4 Poliomielite aguda nao-paralitica;;
A;80;9;;;;Poliomielite aguda não especificada;A80.9 Poliomielite aguda NE;;
A;81;0;;;;Doença de Creutzfeldt-Jakob;A81.0 Doenc de Creutzfeldt-Jakob;;
A;81;1;;;;Panencefalite esclerosante subaguda;A81.1 Panencefalite esclerosante subaguda;;
A;81;2;;;;Leucoencefalopatia multifocal progressiva;A81.2 Leucoencefalopatia multifocal progressiva;;
A;81;8;;;;Outras infecções por vírus atípicos do sistema nervoso central;A81.8 Outr infecc p/virus atipic sist nerv central;;
A;81;9;;;;Infecção não especificada do sistema nervosos central por vírus atípicos;A81.9 Infecc NE sist nerv central p/virus atipicos;;
A;82;0;;;;Raiva silvestre;A82.0 Raiva silvestre;;
A;82;1;;;;Raiva urbana;A82.1 Raiva urbana;;
A;82;9;;;;Raiva não especificada;A82.9 Raiva NE;;
A;83;0;;;;Encefalite japonesa;A83.0 Encefalite japonesa;;
A;83;1;;;;Encefalite eqüina ocidental;A83.1 Encefalite equina ocidental;;
A;83;2;;;;Encefalite eqüina oriental;A83.2 Encefalite equina oriental;;
A;83;3;;;;Encefalite de St. Louis;A83.3 Encefalite de St. Louis;;
A;83;4;;;;Encefalite australiana;A83.4 Encefalite australiana;;
A;83;5;;;;Encefalite da Califórnia;A83.5 Encefalite da California;;
A;83;6;;;;Doença pelo vírus de Rocio;A83.6 Doenc p/virus de Rocio;;
A;83;8;;;;Outras encefalites por vírus transmitidas por mosquitos;A83.8 Outr encefalites p/virus transm p/mosquitos;;
A;83;9;;;;Encefalite não especificada por vírus transmitida por mosquitos;A83.9 Encefalite NE p/virus transm p/mosquitos;;
A;84;0;;;;Encefalite da taiga [encefalite vernoestival russa];A84.0 Encefalite da taiga;;
A;84;1;;;;Encefalite da Europa Central transmitida por carrapatos;A84.1 Encefalite Europa Central transm p/carrapato;;
A;84;8;;;;Outras encefalites por vírus transmitidas por carrapatos;A84.8 Outr encefalites p/virus transm p/carrapatos;;
A;84;9;;;;Encefalite não especificada por vírus transmitida por carrapatos;A84.9 Encefalite NE p/virus transm p/carrapatos;;
A;85;0;+;;;Encefalite por enterovírus;A85.0 Encefalite p/enterovirus;G05.1*;
A;85;1;+;;;Encefalite por adenovírus;A85.1 Encefalite p/adenovirus;G05.1*;
A;85;2;;;;Encefalite por vírus transmitido por artrópodes, não especificada;A85.2 Encefalite p/virus transm p/artropodes NE;;
A;85;8;;;;Outras encefalites virais especificadas;A85.8 Outr encefalites virais espec;;
A;86;;;;;Encefalite viral, não especificada;A86   Encefalite viral NE;;
A;87;0;+;;;Meningite por enterovírus;A87.0 Meningite p/enterovirus;G02.0*;
A;87;1;+;;;Meningite por adenovírus;A87.1 Meningite p/adenovirus;G02.0*;
A;87;2;;;;Coriomeningite linfocitária;A87.2 Coriomeningite linfocitaria;;
A;87;8;;;;Outras meningites virais;A87.8 Outr meningites virais;;
A;87;9;;;;Meningite viral não especificada;A87.9 Meningite viral NE;;
A;88;0;;;;Febre exantemática por enterovírus [exantema de Boston];A88.0 Febre exantematica p/enterovirus;;
A;88;1;;;;Vertigem epidêmica;A88.1 Vertigem epidemica;;
A;88;8;;;;Outras infecções virais especificadas do sistema nervoso central;A88.8 Outr infecc virais espec sist nerv central;;
A;89;;;;;Infecções virais não especificadas do sistema nervoso central;A89   Infecc virais NE do sist nervoso central;;
A;90;;;;;Dengue [dengue clássico];A90   Dengue;;
A;91;;;;;Febre hemorrágica devida ao vírus do dengue;A91   Febre hemorragica dev virus do dengue;;
A;92;0;;;;Febre de Chikungunya;A92.0 Febre de Chikungunya;;
A;92;1;;;;Febre de O'nyong-nyong;A92.1 Febre de Onyong-nyong;;
A;92;2;;;;Febre eqüina venezuelana;A92.2 Febre equina venezuelana;;
A;92;3;;;;Infecção pelo vírus West Nile;A92.3 Infecção p/virus West Nile;;
A;92;4;;;;Febre do vale do Rift;A92.4 Febre do vale do Rift;;
A;92;8;;;;Outras febres virais especificadas transmitidas por mosquitos;A92.8 Outr febres virais espec transm p/mosquitos;;
A;92;9;;;;Febre viral transmitida por mosquitos, não especificada;A92.9 Febre viral transm p/mosquitos NE;;
A;93;0;;;;Febre de Oropouche;A93.0 Febre de Oropouche;;
A;93;1;;;;Febre por flebótomos;A93.1 Febre p/flebotomos;;
A;93;2;;;;Febre do Colorado transmitida por carrapatos;A93.2 Febre do Colorado transm p/carrapatos;;
A;93;8;;;;Outras febres virais especificadas transmitidas por artrópodes;A93.8 Outr febres virais espec transm p/artropodes;;
A;94;;;;;Febre viral transmitida por artrópodes, não especificada;A94   Febre viral transm p/artropodes NE;;
A;95;0;;;;Febre amarela silvestre;A95.0 Febre amarela silvestre;;
A;95;1;;;;Febre amarela urbana;A95.1 Febre amarela urbana;;
A;95;9;;;;Febre amarela não especificada;A95.9 Febre amarela NE;;
A;96;0;;;;Febre hemorrágica de Junin;A96.0 Febre hemorragica de Junin;;
A;96;1;;;;Febre hemorrágica de Machupo;A96.1 Febre hemorragica de Machupo;;
A;96;2;;;;Febre de Lassa;A96.2 Febre de Lassa;;
A;96;8;;;;Outras febres hemorrágicas por arenavírus;A96.8 Outr febres hemorragicas p/arenavirus;;
A;96;9;;;;Febre hemorrágica por arenavírus, não especificada;A96.9 Febre hemorragica p/arenavirus NE;;
A;98;0;;;;Febre hemorrágica da Criméia (do Congo);A98.0 Febre hemorragica da Crimeia;;
A;98;1;;;;Febre hemorrágica de Omsk;A98.1 Febre hemorragica de Omsk;;
A;98;2;;;;Doença da floresta de Kyasanur;A98.2 Doenc da floresta de Kyasanur;;
A;98;3;;;;Doença de Marburg;A98.3 Doenc de Marburg;;
A;98;4;;;;Doença pelo vírus Ebola;A98.4 Doenc p/virus Ebola;;
A;98;5;;;;Febre hemorrágica com síndrome renal;A98.5 Febre hemorragica c/sindr renal;;
A;98;8;;;;Outras febres hemorrágicas especificadas por vírus;A98.8 Outr febres hemorragicas espec p/virus;;
A;99;;;;;Febres hemorrágicas virais não especificadas;A99   Febres hemorragicas virais NE;;
B;00;0;;;;Eczema herpético;B00.0 Eczema herpetico;;
B;00;1;;;;Dermatite vesicular devido ao vírus do herpes;B00.1 Dermatite vesicular dev virus do herpes;;
B;00;2;;;N;Gengivoestomatite e faringoamigdalite devida ao vírus do herpes;B00.2 Gengivoestom e faringoamig dev virus herpes;;
B;00;3;+;;;Meningite devida ao vírus do herpes;B00.3 Meningite dev virus do herpes;G02.0*;
B;00;4;+;;;Encefalite devida ao vírus do herpes;B00.4 Encefalite dev virus do herpes;G05.1*;
B;00;5;;;N;Afecções oculares devidas ao vírus do herpes;B00.5 Afeccoes oculares dev virus do herpes;;
B;00;7;;;;Doença disseminada devida ao vírus do herpes;B00.7 Doenc disseminada dev virus do herpes;;
B;00;8;;;N;Outras formas de infecção devida ao vírus do herpes;B00.8 Outr form de infecc dev virus do herpes;;
B;00;9;;;;Infecção não especificada devida ao vírus do herpes;B00.9 Infecc NE dev virus do herpes;;
B;01;0;+;;;Meningite por varicela;B01.0 Meningite p/varicela;G02.0*;
B;01;1;+;;;Encefalite por varicela;B01.1 Encefalite p/varicela;G05.1*;
B;01;2;+;;;Pneumopatia varicelosa;B01.2 Pneumopatia varicelosa;J17.1*;
B;01;8;;;;Varicela com outras complicações;B01.8 Varicela c/outr complic;;
B;01;9;;;;Varicela sem complicação;B01.9 Varicela s/complic;;
B;02;0;+;;;Encefalite pelo vírus do herpes zoster;B02.0 Encefalite p/virus do herpes zoster;G05.1*;
B;02;1;+;;;Meningite pelo vírus do herpes zoster;B02.1 Meningite p/virus do herpes zoster;G02.0*;
B;02;2;+;;;Herpes zoster acompanhado de outras manifestações neurológicas;B02.2 Herpes zoster acomp outr manif neurologicas;;
B;02;3;;;;Herpes zoster oftálmico;B02.3 Herpes zoster oftalmico;;
B;02;7;;;;Herpes zoster disseminado;B02.7 Herpes zoster disseminado;;
B;02;8;;;;Herpes zoster com outras complicações;B02.8 Herpes zoster c/outr complic;;
B;02;9;;;;Herpes zoster sem complicação;B02.9 Herpes zoster s/complic;;
B;03;;;;;Varíola;B03   Variola;;
B;04;;;;;Varíola dos macacos [Monkeypox];B04   Variola dos macacos;;
B;05;0;+;;;Sarampo complicado por encefalite;B05.0 Sarampo complicado p/encefalite;G05.1*;
B;05;1;+;;;Sarampo complicado por meningite;B05.1 Sarampo complicado p/meningite;G02.0*;
B;05;2;+;;;Sarampo complicado por pneumonia;B05.2 Sarampo complicado p/pneumonia;J17.1*;
B;05;3;+;;;Sarampo complicado por otite média;B05.3 Sarampo complicado p/otite media;H67.1*;
B;05;4;;;;Sarampo com complicações intestinais;B05.4 Sarampo c/complic intestinais;;
B;05;8;;;;Sarampo com outras complicações;B05.8 Sarampo c/outr complic;;
B;05;9;;;;Sarampo sem complicação;B05.9 Sarampo s/complic;;
B;06;0;+;;;Rubéola com complicações neurológicas;B06.0 Rubeola c/complic neurologicas;;
B;06;8;;;;Rubéola com outras complicações;B06.8 Rubeola c/outr complic;;
B;06;9;;;;Rubéola sem complicação;B06.9 Rubeola s/complic;;
B;07;;;;N;Verrugas de origem viral;B07   Verrugas orig viral;;
B;08;0;;;;Outras infecções por ortopoxvírus;B08.0 Outr infecc p/ortopoxvirus;;
B;08;1;;;N;Molusco contagioso;B08.1 Molusco contagioso;;
B;08;2;;;;Exantema súbito [sexta doença];B08.2 Exantema subito;;
B;08;3;;;;Eritema infeccioso [quinta doença];B08.3 Eritema infecc;;
B;08;4;;;;Estomatite vesicular devida a enterovírus com exantema;B08.4 Estomatite vesic dev enterovirus c/exantema;;
B;08;5;;;;Faringite vesicular devida a enterovírus;B08.5 Faringite vesicular dev enterovirus;;
B;08;8;;;N;Outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas;B08.8 Outr inf virais espec lesoes pele membr muco;;
B;09;;;;;Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas;B09   Inf viral NE caract p/lesoes pele membr muco;;
B;15;0;;;;Hepatite A com coma hepático;B15.0 Hepatite A c/coma hepatico;;
B;15;9;;;;Hepatite A sem coma hepático;B15.9 Hepatite A s/coma hepatico;;
B;16;0;;;;Hepatite aguda B com agente Delta (co-infecção), com coma hepático;B16.0 Hepatite aguda B c/agente Delta c/coma hepat;;
B;16;1;;;;Hepatite aguda B com agente Delta, (co-infecção), sem coma hepático;B16.1 Hepatite aguda B c/agente Delta s/coma hepat;;
B;16;2;;;;Hepatite aguda B sem agente Delta, com coma hepático;B16.2 Hepatite aguda B s/agente Delta c/coma hepat;;
B;16;9;;;;Hepatite aguda B sem agente Delta e sem coma hepático;B16.9 Hepatite aguda B s/agente Delta s/coma hepat;;
B;17;0;;;;(Super)infecção Delta aguda de portador de hepatite B;B17.0 Infecc Delta aguda de portador de hepatite B;;
B;17;1;;;;Hepatite aguda C;B17.1 Hepatite aguda C;;
B;17;2;;;;Hepatite aguda E;B17.2 Hepatite aguda E;;
B;17;8;;;;Outras hepatites virais agudas especificadas;B17.8 Outr hepatites virais agudas espec;;
B;18;0;;;;Hepatite viral crônica B com agente Delta;B18.0 Hepatite viral cronica B c/agente Delta;;
B;18;1;;;;Hepatite crônica viral B sem agente Delta;B18.1 Hepatite cronica viral B s/agente Delta;;
B;18;2;;;;Hepatite viral crônica C;B18.2 Hepatite viral cronica C;;
B;18;8;;;;Outras hepatites crônicas virais;B18.8 Outr hepatites cronicas virais;;
B;18;9;;;;Hepatite viral crônica não especificada;B18.9 Hepatite viral cronica NE;;
B;19;0;;;;Hepatite viral, não especificada, com coma;B19.0 Hepatite viral NE c/coma;;
B;19;9;;;;Hepatite viral, não especificada, sem coma;B19.9 Hepatite viral NE s/coma;;
B;20;0;;;;Doença pelo HIV resultando em infecções micobacterianas;B20.0 Doenc p/HIV result em infecc micobacterianas;;
B;20;1;;;;Doença pelo HIV resultando em outras infecções bacterianas;B20.1 Doenc p/HIV result outr infecc bacter;;
B;20;2;;;;Doença pelo HIV resultando em doença citomegálica;B20.2 Doenc p/HIV result em doenc citomegalica;;
B;20;3;;;;Doença pelo HIV resultando em outras infecções virais;B20.3 Doenc p/HIV result em outr infecc virais;;
B;20;4;;;;Doença pelo HIV resultando em candidíase;B20.4 Doenc p/HIV result em candidiase;;
B;20;5;;;;Doença pelo HIV resultando em outras micoses;B20.5 Doenc p/HIV result em outr micoses;;
B;20;6;;;;Doença pelo HIV resultando em pneumonia por Pneumocystis jirovecii;B20.6 Doenc p/HIV result pneumonia p/P.jirovecii;;
B;20;7;;;;Doença pelo HIV resultando em infecções múltiplas;B20.7 Doenc p/HIV result em infecc mult;;
B;20;8;;;;Doença pelo HIV resultando em outras doenças infecciosas e parasitárias;B20.8 Doenc p/HIV result outr doenc infecc parasit;;
B;20;9;;;;Doença pelo HIV resultando em doença infecciosa ou parasitária não especificada;B20.9 Doenc p/HIV result doenc infecc parasit NE;;
B;21;0;;;;Doença pelo HIV resultando em sarcoma de Kaposi;B21.0 Doenc p/HIV result em sarcoma de Kaposi;;
B;21;1;;;;Doença pelo HIV resultando em linfoma de Burkitt;B21.1 Doenc p/HIV result em linfoma de Burkitt;;
B;21;2;;;;Doença pelo HIV resultando em outros tipos de linfoma não-Hodgkin;B21.2 Doenc p/HIV res outr tip linfoma nao-Hodgkin;;
B;21;3;;;;Doença pelo HIV resultando em outras neoplasias malignas dos tecidos linfático, hematopoético e correlatos;B21.3 Doenc p/HIV out neop mal tec linf hemat corr;;
B;21;7;;;;Doença pelo HIV resultando em múltiplas neoplasias malignas;B21.7 Doenc p/HIV result em mult neopl malig;;
B;21;8;;;;Doença pelo HIV resultando em outras neoplasias malignas;B21.8 Doenc p/HIV result em outr neopl malig;;
B;21;9;;;;Doença pelo HIV resultando em neoplasia maligna não especificada;B21.9 Doenc p/HIV result em neopl malig NE;;
B;22;0;;;;Doença pelo HIV resultando em encefalopatia;B22.0 Doenc p/HIV result em encefalopatia;;
B;22;1;;;;Doença pelo HIV resultando em pneumonite intersticial linfática;B22.1 Doenc p/HIV result pneumonite interst linfat;;
B;22;2;;;;Doença pelo HIV resultando em síndrome de emaciação;B22.2 Doenc p/HIV result em sindr de emaciacao;;
B;22;7;;;;Doença pelo HIV resultando em doenças múltiplas classificadas em outra parte;B22.7 Doenc p/HIV result em doenc mult COP;;
B;23;0;;;;Síndrome de infecção aguda pelo HIV;B23.0 Sindr de infecc aguda p/HIV;;
B;23;1;;;;Doença pelo HIV resultando em linfadenopatias generalizadas (persistentes);B23.1 Doenc p/HIV result linfadenopatias generaliz;;
B;23;2;;;;Doença pelo HIV resultando em anomalias hematológicas e imunológicas não classificadas em outra parte;B23.2 Doenc p/HIV result anom hemat imunolog NCOP;;
B;23;8;;;;Doença pelo HIV resultando em outra afecções especificadas;B23.8 Doenc p/HIV result em outr afeccoes espec;;
B;24;;;;;Doença pelo vírus da imunodeficiência humana [HIV] não especificada;B24   Doenc p/HIV NE;;
B;25;0;+;;;Pneumonite por citomegalovírus ;B25.0 Pneumonite p/citomegalovirus;J17.1*;
B;25;1;+;;;Hepatite por citomegalovírus;B25.1 Hepatite p/citomegalovirus;K77.0*;
B;25;2;+;;;Pancreatite por citomegalovírus;B25.2 Pancreatite p/citomegalovirus;K87.1*;
B;25;8;;;;Outras doenças por citomegalovírus;B25.8 Outr doenc p/citomegalovirus;;
B;25;9;;;;Doença não especificada por citomegalovírus;B25.9 Doenc NE p/citomegalovirus;;
B;26;0;+;M;;Orquite por caxumba [parotidite epidêmica];B26.0 Orquite p/caxumba;N51.1*;
B;26;1;+;;;Meningite por caxumba [parotidite epidêmica];B26.1 Meningite p/caxumba;G02.0*;
B;26;2;+;;;Encefalite por caxumba [parotidite epidêmica];B26.2 Encefalite p/caxumba;G05.1*;
B;26;3;+;;;Pancreatite por caxumba [parotidite epidêmica];B26.3 Pancreatite p/caxumba;K87.1*;
B;26;8;;;;Caxumba [parotidite epidêmica] com outras complicações;B26.8 Caxumba c/outr complic;;
B;26;9;;;;Caxumba [parotidite epidêmica] sem complicações;B26.9 Caxumba s/complic;;
B;27;0;;;;Mononucleose pelo vírus herpes gama;B27.0 Mononucleose p/virus herpes gama;;
B;27;1;;;;Mononucleose por citomegalovírus;B27.1 Mononucleose p/citomegalovirus;;
B;27;8;;;;Outras mononucleoses infecciosas;B27.8 Outr mononucleoses infecc;;
B;27;9;;;;Mononucleose infecciosa não especificada;B27.9 Mononucleose infecc NE;;
B;30;0;+;;N;Ceratoconjuntivite devida a adenovírus;B30.0 Ceratoconjuntivite dev adenovirus;H19.2*;
B;30;1;+;;N;Conjuntivite devida a adenovírus;B30.1 Conjuntivite dev adenovirus;H13.1*;
B;30;2;;;N;Faringoconjuntivite viral;B30.2 Faringoconjuntivite viral;;
B;30;3;+;;N;Conjuntivite hemorrágica aguda endêmica (por enterovírus);B30.3 Conjuntivite hemorragica aguda endemica;H13.1*;
B;30;8;+;;N;Outras conjuntivites virais;B30.8 Outr conjuntivites virais;H13.1*;
B;30;9;;;N;Conjuntivite viral não especificada;B30.9 Conjuntivite viral NE;;
B;33;0;;;;Mialgia epidêmica;B33.0 Mialgia epidemica;;
B;33;1;;;;Doença de Ross River;B33.1 Doenc de Ross River;;
B;33;2;;;;Cardite viral;B33.2 Cardite viral;;
B;33;3;;;;Infecção por retrovírus não classificada em outra parte;B33.3 Infecc p/retrovirus NCOP;;
B;33;4;+;;;Síndrome (cardio-)pulmonar por Hantavírus [SPH] [SCPH];B33.4 Síndrome (cardio-)pulmonar por Hantavírus;J17.1*;
B;33;8;;;;Outras doenças especificadas por vírus;B33.8 Outr doenc espec p/virus;;
B;34;0;;;;Infecção por adenovírus de localização não especificada;B34.0 Infecc p/adenovirus local NE;;
B;34;1;;;;Infecção por enterovírus de localização não especificada;B34.1 Infecc p/enterovirus localiz NE;;
B;34;2;;;;Infecção por coronavírus de localização não especificada;B34.2 Infecc p/coronavirus localiz NE;;
B;34;3;;;;Infecção por parvovírus de localização não especificada;B34.3 Infecc p/parvovirus localiz NE;;
B;34;4;;;;Infecção por papovavírus de localização não especificada;B34.4 Infecc p/papovavirus localiz NE;;
B;34;8;;;;Outras infecções por vírus de localização não especificada;B34.8 Outr infecc p/virus localiz NE;;
B;34;9;;;;Infecção viral não especificada;B34.9 Infecc viral NE;;
