LETRA;NÚMERO;CLASSIF;DESCRICAO;DESCRABREV;REFER
E;5;;Tireotoxicose [hipertireoidismo];E05   Tireotoxicose;
E;6;;Tireoidite;E06   Tireoidite;
E;7;;Outros transtornos da tireóide;E07   Outr transt da tireoide;
E;10;;Diabetes mellitus insulino-dependente;E10   Diabetes mellitus insulino-dependente;
E;11;;Diabetes mellitus não-insulino-dependente;E11   Diabetes mellitus nao-insulino-dependemte;
E;12;;Diabetes mellitus relacionado com a desnutrição;E12   Diabetes mellitus relac c/a desnutr;
E;13;;Outros tipos especificados de diabetes mellitus;E13   Outr tipos espec de diabetes mellitus;
E;14;;Diabetes mellitus não especificado;E14   Diabetes mellitus NE;
E;15;;Coma hipoglicêmico não-diabético;E15   Coma hipoglicemico nao-diabetico;
E;16;;Outros transtornos da secreção pancreática interna;E16   Outr transt da secrecao pancreatica interna;
E;20;;Hipoparatireoidismo;E20   Hipoparatireoidismo;
E;21;;Hiperparatireoidismo e outros transtornos da glândula paratireóide;E21   Hiperparatireoid e out transt gland paratir;
E;22;;Hiperfunção da hipófise;E22   Hiperfuncao da hipofise;
E;23;;Hipofunção e outros transtornos da hipófise;E23   Hipofuncao e outr transt da hipofise;
E;24;;Síndrome de Cushing;E24   Sindr de Cushing;
E;25;;Transtornos adrenogenitais;E25   Transt adrenogenitais;
E;26;;Hiperaldosteronismo;E26   Hiperaldosteronismo;
E;27;;Outros transtornos da glândula supra-renal;E27   Outr transt da gland supra-renal;
E;28;;Disfunção ovariana;E28   Disfuncao ovariana;
E;29;;Disfunção testicular;E29   Disfuncao testicular;
E;30;;Transtornos da puberdade não classificados em outra parte;E30   Transt da puberdade NCOP;
E;31;;Disfunção poliglandular;E31   Disfuncao poliglandular;
E;32;;Doenças do timo;E32   Doenc do timo;
E;34;;Outros transtornos endócrinos;E34   Outr transt endocrinos;
E;35;*;Transtornos das glândulas endócrinas em doenças classificadas em outra parte;E35   Transt das gland endocrinas em doenc COP;
E;40;;Kwashiorkor;E40   Kwashiorkor;
E;41;;Marasmo nutricional;E41   Marasmo nutricional;
E;42;;Kwashiorkor marasmático;E42   Kwashiorkor marasmatico;
E;43;;Desnutrição protéico-calórica grave não especificada;E43   Desnutric proteico-calorica grave NE;
E;44;;Desnutrição protéico-calórica de graus moderado e leve;E44   Desnutric proteico-calorica grau moder leve;
E;45;;Atraso do desenvolvimento devido à desnutrição protéico-calórica;E45   Atraso desenv dev desnutric proteico-caloric;
E;46;;Desnutrição protéico-calórica não especificada;E46   Desnutric proteico-calorica NE;
E;50;;Deficiência de vitamina A;E50   Defic de vitamina A;
E;51;;Deficiência de tiamina;E51   Defic de tiamina;
E;52;;Deficiência de niacina [pelagra];E52   Defic de niacina;
E;53;;Deficiência de outras vitaminas do grupo B;E53   Defic de outr vitaminas do grupo B;
E;54;;Deficiência de ácido ascórbico;E54   Defic de acido ascorbico;
E;55;;Deficiência de vitamina D;E55   Defic de vitamina D;
E;56;;Outras deficiências vitamínicas;E56   Outr defic vitaminicas;
E;58;;Deficiência de cálcio da dieta;E58   Defic de calcio da dieta;
E;59;;Deficiência de selênio da dieta;E59   Defic de selenio da dieta;
E;60;;Deficiência de zinco da dieta;E60   Defic de zinco da dieta;
E;61;;Deficiência de outros elementos nutrientes;E61   Defic de outr elementos nutrientes;
E;63;;Outras deficiências nutricionais;E63   Outr defic nutricionais;
E;64;;Seqüelas de desnutrição e de outras deficiências nutricionais;E64   Sequelas desnutric e outr defic nutricionais;
E;65;;Adiposidade localizada;E65   Adiposidade localizada;
E;66;;Obesidade;E66   Obesidade;
E;67;;Outras formas de hiperalimentação;E67   Outr form de hiperalimentacao;
E;68;;Seqüelas de hiperalimentação;E68   Sequelas de hiperalimentacao;
E;70;;Distúrbios do metabolismo de aminoácidos aromáticos;E70   Disturbios metabolism aminoacidos aromaticos;
E;71;;Distúrbios do metabolismo de aminoácidos de cadeia ramificada e do metabolismo dos ácidos graxos;E71   Dist metab aminoacidos cad ramif e acid grax;
E;72;;Outros distúrbios do metabolismo de aminoácidos;E72   Outr disturbios metabolismo de aminoacidos;
E;73;;Intolerância à lactose;E73   Intolerancia a lactose;
E;74;;Outros distúrbios do metabolismo de carboidratos;E74   Outr disturbios do metabolismo carboidratos;
E;75;;Distúrbios do metabolismo de esfingolípides e outros distúrbios de depósito de lípides;E75   Disturb metab esfingolip e outr depos lipid;
E;76;;Distúrbios do metabolismo do glicosaminoglicano;E76   Disturbios metabolismo do glicosaminoglicano;
E;77;;Distúrbios do metabolismo de glicoproteínas;E77   Disturbios do metabolismo de glicoproteinas;
E;78;;Distúrbios do metabolismo de lipoproteínas e outras lipidemias;E78   Disturbios metab lipoproteinas e out lipidem;
E;79;;Distúrbios do metabolismo de purina e pirimidina;E79   Disturbios metabolismo purina e pirimidina;
E;80;;Distúrbios do metabolismo da porfirina e da bilirrubina;E80   Disturbios metab porfirina e bilirrubina;
E;83;;Distúrbios do metabolismo de minerais;E83   Disturbios do metabolismo de minerais;
E;84;;Fibrose cística;E84   Fibrose cistica;
E;85;;Amiloidose;E85   Amiloidose;
E;86;;Depleção de volume;E86   Deplecao de volume;
E;87;;Outros transtornos do equilíbrio hidroeletrolítico e ácido-básico;E87   Outr transt equil hidroeletr e acido-basic;
E;88;;Outros distúrbios metabólicos;E88   Outr disturbios metabolicos;
E;89;;Transtornos endócrinos e metabólicos pós-procedimentos, não classificados em outra parte;E89   Transt endocrinos e metab pos-proced NCOP;
E;90;*;Transtornos nutricionais e metabólicos em doenças classificadas em outra parte;E90   Transt nutricionais e metab em doenc COP;
F;0;*;Demência na doença de Alzheimer;F00   Demencia na doenc de Alzheimer;G30.-+
F;1;;Demência vascular;F01   Demencia vascular;
F;2;*;Demência em outras doenças classificadas em outra parte;F02   Demencia em outr doenc COP;
F;3;;Demência não especificada;F03   Demencia NE;
F;4;;Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas;F04   Sindr amnes org n ind alcool out subst psic;
F;5;;Delirium não induzido pelo álcool ou por outras substâncias psicoativas;F05   Delirium nao induz alcool outr subst psicoat;
F;6;;Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física;F06   Outr transt ment lesao disf cereb doenc fis;
F;7;;Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral;F07   Transt pers comport dev doen lesao disf cer;
F;9;;Transtorno mental orgânico ou sintomático não especificado;F09   Transt mental organico ou sintomatico NE;
F;10;;Transtornos mentais e comportamentais devidos ao uso de álcool;F10   Transt mentais comport dev uso alcool;
F;11;;Transtornos mentais e comportamentais devidos ao uso de opiáceos;F11   Transt mentais e comport dev uso de opiaceos;
F;12;;Transtornos mentais e comportamentais devidos ao uso de canabinóides;F12   Transt mentais comport dev uso canabinoides;
F;13;;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos;F13   Transt mentais comport dev uso sedat hipnot;
F;14;;Transtornos mentais e comportamentais devidos ao uso da cocaína;F14   Transt mentais e comport dev uso da cocaina;
F;15;;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína;F15   Transt ment comp uso outr estim incl cafeina;
F;16;;Transtornos mentais e comportamentais devidos ao uso de alucinógenos;F16   Transt mentais comport dev uso alucinogenos;
F;17;;Transtornos mentais e comportamentais devidos ao uso de fumo;F17   Transt mentais e comport dev uso de fumo;
F;18;;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis;F18   Transt mentais comport dev uso solv volateis;
F;19;;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas;F19   Transt ment comp mult drog out subst psicoat;
F;20;;Esquizofrenia;F20   Esquizofrenia;
F;21;;Transtorno esquizotípico;F21   Transt esquizotipico;
F;22;;Transtornos delirantes persistentes;F22   Transt delirantes persistentes;
F;23;;Transtornos psicóticos agudos e transitórios;F23   Transt psicoticos agudos e transitorios;
F;24;;Transtorno delirante induzido;F24   Transt delirante induz;
F;25;;Transtornos esquizoafetivos;F25   Transt esquizoafetivos;
F;28;;Outros transtornos psicóticos não-orgânicos;F28   Outr transt psicoticos nao-organicos;
F;29;;Psicose não-orgânica não especificada;F29   Psicose nao-organica NE;
F;30;;Episódio maníaco;F30   Episodio maniaco;
F;31;;Transtorno afetivo bipolar;F31   Transt afetivo bipolar;
F;32;;Episódios depressivos;F32   Episodios depressivos;
F;33;;Transtorno depressivo recorrente;F33   Transt depressivo recorrente;
F;34;;Transtornos de humor [afetivos] persistentes;F34   Transt de humor persistentes;
F;38;;Outros transtornos do humor [afetivos];F38   Outr transt do humor;
F;39;;Transtorno do humor [afetivo] não especificado;F39   Transt do humor NE;
F;40;;Transtornos fóbico-ansiosos;F40   Transt fobico-ansiosos;
F;41;;Outros transtornos ansiosos;F41   Outr transt ansiosos;
F;42;;Transtorno obsessivo-compulsivo;F42   Transt obsessivo-compulsivo;
F;43;;"Reações ao ""stress"" grave e transtornos de adaptação";F43   Reacoes ao stress grave e transt adaptacao;
F;44;;Transtornos dissociativos [de conversão];F44   Transt dissociativos;
F;45;;Transtornos somatoformes;F45   Transt somatoformes;
F;48;;Outros transtornos neuróticos;F48   Outr transt neuroticos;
F;50;;Transtornos da alimentação;F50   Transt da alimentacao;
F;51;;Transtornos não-orgânicos do sono devidos a fatores emocionais;F51   Transt nao-organicos sono dev fat emocionais;
F;52;;Disfunção sexual, não causada por transtorno ou doença orgânica;F52   Disfuncao sexual n caus p/transt doenc organ;
F;53;;Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte;F53   Transt mentais comport assoc puerperio NCOP;
F;54;;Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte;F54   Fat psicolog comport assoc doenc transt COP;
F;55;;Abuso de substâncias que não produzem dependência;F55   Abuso de subst que nao produzem dependencia;
F;59;;Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas;F59   Sindr comp ass trans func fisio fat fisic NE;
F;60;;Transtornos específicos da personalidade;F60   Transt especificos da personalidade;
F;61;;Transtornos mistos da personalidade e outros transtornos da personalidade;F61   Transt mistos personal outr transt personal;
F;62;;Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral;F62   Modif durad pers n atrib lesao doenc cerebr;
F;63;;Transtornos dos hábitos e dos impulsos;F63   Transt dos habitos e dos impulsos;
F;64;;Transtornos da identidade sexual;F64   Transt da identidade sexual;
F;65;;Transtornos da preferência sexual;F65   Transt da preferencia sexual;
F;66;;Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação;F66   Transt psic comp assoc desenv sex e orient;
F;68;;Outros transtornos da personalidade e do comportamento do adulto;F68   Outr transt personalidade e comport adulto;
F;69;;Transtorno da personalidade e do comportamento do adulto, não especificado;F69   Transt personalidade e comport adulto NE;
F;70;;Retardo mental leve;F70   Retardo mental leve;
F;71;;Retardo mental moderado;F71   Retardo mental moderado;
F;72;;Retardo mental grave;F72   Retardo mental grave;
F;73;;Retardo mental profundo;F73   Retardo mental profundo;
F;78;;Outro retardo mental;F78   Outr retardo mental;
F;79;;Retardo mental não especificado;F79   Retardo mental NE;
F;80;;Transtornos específicos do desenvolvimento da fala e da linguagem;F80   Transt especificos desenvolv fala linguagem;
F;81;;Transtornos específicos do desenvolvimento das habilidades escolares;F81   Transt especif desenvolv habilidade escolar;
F;82;;Transtorno específico do desenvolvimento motor;F82   Transt especifico do desenvolv motor;
F;83;;Transtornos específicos misto do desenvolvimento;F83   Transt especificos misto do desenvolv;
F;84;;Transtornos globais do desenvolvimento;F84   Transt globais do desenvolv;
F;88;;Outros transtornos do desenvolvimento psicológico;F88   Outr transt do desenvolv psicologico;
F;89;;Transtorno do desenvolvimento psicológico não especificado;F89   Transt do desenvolv psicologico NE;
F;90;;Transtornos hipercinéticos;F90   Transt hipercineticos;
F;91;;Distúrbios de conduta;F91   Disturbios de conduta;
F;92;;Transtornos mistos de conduta e das emoções;F92   Transt mistos de conduta e das emocoes;
F;93;;Transtornos emocionais com início especificamente na infância;F93   Transt emocionais c/inicio especif infancia;
F;94;;Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência;F94   Transt func soc c/inicio infancia adolesc;
F;95;;Tiques;F95   Tiques;
F;98;;Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência;F98   Outr transt comp emoc c/inicio inf adolesc;
F;99;;Transtorno mental não especificado em outra parte;F99   Transt mental NE em outr parte;
G;0;;Meningite bacteriana não classificada em outra parte;G00   Meningite bacter NCOP;
G;1;*;Meningite em doenças bacterianas classificadas em outra parte;G01   Meningite em doenc bacter COP;
G;2;*;Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte;G02   Meningite em outr doenc infecc e parasit COP;
G;3;;Meningite devida a outras causas e a causas não especificadas;G03   Meningite dev outr causas e a causas NE;
G;4;;Encefalite, mielite e encefalomielite;G04   Encefalite mielite e encefalomielite;
G;5;*;Encefalite, mielite e encefalomielite em doenças classificadas em outra parte;G05   Encefalite mielite encefalomielite doenc COP;
G;6;;Abscesso e granuloma intracranianos e intra-raquidianos;G06   Abscesso granuloma intracran intra-raquid;
G;7;*;Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte;G07   Abscess granul intracran intraspin doenc COP;
G;8;;Flebite e tromboflebite intracranianas e intra-raquidianas;G08   Flebite tromboflebite intracran intra-raquid;
G;9;;Seqüelas de doenças inflamatórias do sistema nervoso central;G09   Sequelas doenc inflam sist nerv centr;
G;10;;Doença de Huntington;G10   Doenc de Huntington;
G;11;;Ataxia hereditária;G11   Ataxia hereditaria;
G;12;;Atrofia muscular espinal e síndromes correlatas;G12   Atrofia muscular espinal e sindr correlatas;
G;13;*;Atrofias sistêmicas que afetam principalmente o sistema nervoso central em doenças classificadas em outra parte;G13   Atrof sist q afet sist nerv centr doen COP;
G;20;;Doença de Parkinson;G20   Doenc de Parkinson;
G;21;;Parkinsonismo secundário;G21   Parkinsonismo secund;
G;22;*;Parkinsonismo em doenças classificadas em outra parte;G22   Parkinsonismo em doenc COP;
G;23;;Outras doenças degenerativas dos gânglios da base;G23   Outr doenc degenerativas dos ganglios base;
G;24;;Distonia;G24   Distonia;
G;25;;Outras doenças extrapiramidais e transtornos dos movimentos;G25   Outr doenc extrapiramidais transt movimentos;
G;26;*;Doenças extrapiramidais e transtornos dos movimentos em doenças classificadas em outra parte;G26   Doenc extrapiramidais transt movim doenc COP;
G;30;;Doença de Alzheimer;G30   Doenc de Alzheimer;
G;31;;Outras doenças degenerativas do sistema nervoso não classificadas em outra parte;G31   Outr doenc degenerativas sist nervoso NCOP;
G;32;*;Outros transtornos degenerativos do sistema nervoso em doenças classificadas em outra parte;G32   Outr transt degenerativ sist nerv doenc COP;
G;35;;Esclerose múltipla;G35   Esclerose mult;
G;36;;Outras desmielinizações disseminadas agudas;G36   Outr desmielinizacoes disseminadas agudas;
G;37;;Outras doenças desmielinizantes do sistema nervoso central;G37   Outr doenc desmielinizantes sist nerv centr;
G;40;;Epilepsia;G40   Epilepsia;
G;41;;Estado de mal epiléptico;G41   Estado de mal epileptico;
G;43;;Enxaqueca;G43   Enxaqueca;
G;44;;Outras síndromes de algias cefálicas;G44   Outr sindr de algias cefalicas;
G;45;;Acidentes vasculares cerebrais isquêmicos transitórios e síndromes correlatas;G45   Acid vasc cerebr isquemicos trans sindr corr;
